Time,NepseIndex
2003-02-27,209.37
2003-02-28,209.26
2003-03-03,209.19
2003-03-04,208.54
2003-03-11,207.15
2003-03-12,207.18
2003-03-13,207.24
2003-03-14,209.66
2003-03-18,210.1
2003-03-19,212.68
2003-03-20,214.09
2003-03-21,217.32
2003-03-24,217.39
2003-03-25,216.72
2003-03-26,213.87
2003-03-27,212.76
2003-03-28,212.36
2003-03-31,214.84
2003-04-01,216.71
2003-04-02,216.69
2003-04-10,214.08
2003-04-15,213.68
2003-04-17,211.37
2003-04-18,211.41
2003-04-21,210.32
2003-04-22,209.43
2003-04-23,209.49
2003-04-24,208.97
2003-04-25,209.69
2003-04-28,209.23
2003-04-29,209.41
2003-04-30,209.17
2003-05-01,209.56
2003-05-02,209.62
2003-05-05,209.51
2003-05-06,209.37
2003-05-07,209.01
2003-05-08,208.48
2003-05-09,208.2
2003-05-12,207.84
2003-05-13,207.8
2003-05-14,207.45
2003-05-15,208.09
2003-05-19,208.31
2003-05-20,207.85
2003-05-21,207.61
2003-05-22,208.04
2003-05-23,208.3
2003-05-26,208.76
2003-05-27,208.8
2003-05-28,208.88
2003-05-29,209.1
2003-06-02,209.74
2003-06-03,209.48
2003-06-04,209.35
2003-06-05,209.09
2003-06-06,208.99
2003-06-09,208.95
2003-06-10,208.49
2003-06-11,208.39
2003-06-12,207.99
2003-06-13,207.65
2003-06-16,207.43
2003-06-17,206.82
2003-06-18,206.47
2003-06-19,206
2003-06-20,205.92
2003-06-23,205.48
2003-06-24,205.3
2003-06-25,204.93
2003-06-26,204.86
2003-06-27,205.82
2003-06-30,205.67
2003-07-01,205.12
2003-07-02,204.27
2003-07-03,204.61
2003-07-04,204.4
2003-07-08,204.18
2003-07-09,203.86
2003-07-10,203.78
2003-07-11,203.79
2003-07-14,204.44
2003-07-15,205.46
2003-07-16,204.82
2003-07-17,204.41
2003-07-18,204.31
2003-07-21,203.69
2003-07-22,203.56
2003-07-23,203.54
2003-07-24,203.29
2003-08-11,205.63
2003-08-13,206.21
2003-08-14,206.57
2003-08-15,207.92
2003-08-18,208.52
2003-08-20,209.25
2003-08-21,210.11
2003-08-22,210.42
2003-08-25,211.54
2003-08-26,211.22
2003-08-27,209.81
2003-08-28,206.52
2003-08-29,205.32
2003-09-01,203.18
2003-09-02,202.41
2003-09-03,201.65
2003-09-04,202.45
2003-09-05,204.44
2003-09-08,204.36
2003-09-10,205.02
2003-09-11,206.11
2003-09-12,207.54
2003-09-15,208
2003-09-16,208.32
2003-09-17,208.46
2003-09-18,208.07
2003-09-19,207.58
2003-09-22,207.43
2003-09-23,207.41
2003-09-24,206.58
2003-09-25,206.59
2003-09-26,207.08
2003-09-29,206.84
2003-09-30,206.83
2003-10-01,206.96
2003-10-08,206.58
2003-10-09,207.03
2003-10-10,206.93
2003-10-13,206.93
2003-10-14,207.03
2003-10-15,207.06
2003-10-16,207.6
2003-10-17,207.54
2003-10-20,207.61
2003-10-21,207.81
2003-10-22,207.16
2003-10-23,207.31
2003-10-24,207.52
2003-10-29,207.49
2003-10-30,207.46
2003-10-31,207.65
2003-11-03,207.8
2003-11-04,208.1
2003-11-05,207.57
2003-11-06,207.31
2003-11-07,207.28
2003-11-10,207.04
2003-11-11,207.15
2003-11-12,207.23
2003-11-13,206.67
2003-11-14,206.21
2003-11-17,206.33
2003-11-18,206.45
2003-11-19,206.72
2003-11-20,206.4
2003-11-21,206
2003-11-24,205.83
2003-11-25,207.01
2003-11-26,207.13
2003-11-27,206.76
2003-11-28,206.52
2003-12-01,205.89
2003-12-02,205.82
2003-12-03,206.22
2003-12-04,206.04
2003-12-05,205.43
2003-12-08,206.28
2003-12-09,206.4
2003-12-10,206.35
2003-12-11,206.42
2003-12-12,202.47
2003-12-15,201.94
2003-12-16,201.88
2003-12-17,201.5
2003-12-18,201.56
2003-12-19,201.54
2003-12-22,201.51
2003-12-23,201.29
2003-12-24,201.22
2003-12-25,201.52
2003-12-26,201.65
2003-12-29,202.23
2003-12-30,201.23
2003-12-31,201.57
2004-01-01,201.88
2004-01-02,201.52
2004-01-05,201.51
2004-01-06,201.82
2004-01-07,201.51
2004-01-08,201.46
2004-01-09,200.84
2004-01-12,201.34
2004-01-13,202.19
2004-01-14,201.95
2004-01-15,202.65
2004-01-16,204.41
2004-01-19,206.02
2004-01-20,207.8
2004-01-21,207.89
2004-01-22,210.13
2004-01-23,212.23
2004-01-26,212.96
2004-01-27,211.77
2004-01-28,211.47
2004-01-29,211.39
2004-02-02,211.11
2004-02-03,211.24
2004-02-04,211.43
2004-02-05,211.28
2004-02-06,211.48
2004-02-09,211.18
2004-02-10,211.07
2004-02-13,210.54
2004-02-16,210.69
2004-02-17,210.6
2004-02-20,210.56
2004-02-23,210.45
2004-02-24,210.04
2004-02-26,209.15
2004-02-27,208.87
2004-03-01,208.68
2004-03-02,208.75
2004-03-03,208.82
2004-03-04,208.76
2004-03-05,208.41
2004-03-08,208.09
2004-03-09,208.26
2004-03-10,208.07
2004-03-11,207.73
2004-03-12,207.8
2004-03-15,207.85
2004-03-16,207.88
2004-03-17,208.16
2004-03-18,207.85
2004-03-19,207.07
2004-03-26,196.25
2004-03-31,196.34
2004-04-01,195.14
2004-04-02,195.17
2004-04-05,196.14
2004-04-06,197.32
2004-04-07,198.87
2004-04-08,199.41
2004-04-09,199.53
2004-04-12,201.22
2004-04-14,202.94
2004-04-15,202.1
2004-04-16,202.45
2004-04-19,202.72
2004-04-20,203.05
2004-04-21,203.16
2004-04-22,203.76
2004-04-23,204.06
2004-04-26,204.38
2004-04-27,204.6
2004-04-28,204.55
2004-04-29,205.26
2004-04-30,205.22
2004-05-03,205.07
2004-05-05,201
2004-05-06,201.12
2004-05-07,201.27
2004-05-10,201.49
2004-05-11,201.54
2004-05-13,204.35
2004-05-14,204.41
2004-05-17,204.8
2004-05-18,205.1
2004-05-19,205.02
2004-05-20,205.29
2004-05-21,205.13
2004-05-24,205.58
2004-05-25,206.12
2004-05-26,206.25
2004-05-27,206.9
2004-05-28,207.04
2004-05-31,207.04
2004-06-01,207.04
2004-06-02,207.04
2004-06-03,207.04
2004-06-04,207.04
2004-06-07,207.04
2004-06-08,207.04
2004-06-09,214.27
2004-06-10,216.75
2004-06-11,216.42
2004-06-14,213.12
2004-06-15,211.31
2004-06-16,211.45
2004-06-21,211.51
2004-06-22,213.25
2004-06-24,216.51
2004-06-25,217.46
2004-06-28,217.41
2004-06-29,217.72
2004-06-30,218.65
2004-07-01,219.41
2004-07-02,220.75
2004-07-05,225.15
2004-07-06,227.83
2004-07-08,226.88
2004-07-15,222.04
2004-07-16,222.65
2004-07-19,223.45
2004-07-20,224.41
2004-07-21,224.42
2004-07-22,223.42
2004-07-23,224.09
2004-07-27,224.63
2004-07-28,224.91
2004-07-29,225.52
2004-07-30,226.72
2004-08-02,227.3
2004-08-03,228.77
2004-08-04,230.2
2004-08-05,231.13
2004-08-06,232.39
2004-08-09,232.53
2004-08-10,233.46
2004-08-11,235.7
2004-08-20,237.43
2004-08-23,236.27
2004-08-24,234.02
2004-08-25,235.81
2004-08-27,237.81
2004-08-31,237.43
2004-09-07,235.61
2004-09-08,234.07
2004-09-09,231.78
2004-09-10,231.29
2004-09-13,230.9
2004-09-14,229.99
2004-09-15,230.72
2004-09-16,234.58
2004-09-17,237.22
2004-09-20,236.83
2004-09-21,235.45
2004-09-22,234.12
2004-09-23,234.12
2004-09-24,234.12
2004-09-28,233.05
2004-09-29,233.64
2004-09-30,234.11
2004-10-01,233.99
2004-10-04,234.09
2004-10-05,234
2004-10-07,233.92
2004-10-08,233.81
2004-10-11,233.73
2004-10-12,232.37
2004-10-13,232.29
2004-10-14,232.29
2004-10-19,232.36
2004-10-26,232
2004-10-27,232.06
2004-10-28,232.13
2004-11-01,233.54
2004-11-02,232.52
2004-11-03,233.6
2004-11-04,232.76
2004-11-05,232.41
2004-11-09,232.35
2004-11-10,233.83
2004-11-11,234.77
2004-11-15,235.08
2004-11-16,235.37
2004-11-17,236.13
2004-11-18,237.24
2004-11-19,238.01
2004-11-22,239.2
2004-11-23,240.4
2004-11-24,241.27
2004-11-25,241.57
2004-11-26,241.6
2004-11-29,241.04
2004-11-30,238.92
2004-12-01,238.92
2004-12-02,237.97
2004-12-03,237.62
2004-12-06,237.68
2004-12-07,238.1
2004-12-08,235.63
2004-12-09,236.52
2004-12-10,236.71
2004-12-14,236.75
2004-12-15,236.38
2004-12-16,237.03
2004-12-17,237.53
2004-12-20,237.99
2004-12-21,238.47
2004-12-22,238.2
2004-12-23,238.17
2004-12-24,238.81
2004-12-27,239.24
2004-12-28,239.41
2004-12-29,238.3
2004-12-30,238.32
2004-12-31,238.29
2005-01-03,238.32
2005-01-04,235.68
2005-01-05,234.93
2005-01-06,235.16
2005-01-13,239.61
2005-01-14,239.94
2005-01-17,239.89
2005-01-19,240.34
2005-01-20,240.72
2005-01-21,242.11
2005-01-24,243.76
2005-01-25,245.25
2005-01-26,246.84
2005-01-27,247.17
2005-01-28,246.98
2005-01-31,247.41
2005-02-01,247.35
2005-02-02,246.94
2005-02-03,248.03
2005-02-04,250.76
2005-02-07,251.02
2005-02-08,251.68
2005-02-09,251.88
2005-02-10,253.94
2005-02-11,257.29
2005-02-14,259.05
2005-02-15,264.73
2005-02-16,264.73
2005-02-17,265.74
2005-02-21,263.72
2005-02-22,263.41
2005-02-23,264.39
2005-02-24,264.98
2005-02-25,265.53
2005-02-28,265.97
2005-03-01,268.42
2005-03-02,271.41
2005-03-03,273.57
2005-03-04,277.62
2005-03-09,281.8
2005-03-10,283.43
2005-03-11,280.65
2005-03-14,278.5
2005-03-15,276.45
2005-03-16,274.67
2005-03-17,273.35
2005-03-18,274.35
2005-03-21,275.57
2005-03-22,277.1
2005-03-23,278.46
2005-03-24,278.86
2005-03-28,279.86
2005-03-29,281.08
2005-03-30,283.72
2005-03-31,284.34
2005-04-01,284.21
2005-04-04,285.51
2005-04-06,285.51
2005-04-07,289.56
2005-04-11,290.65
2005-04-13,293.26
2005-04-18,293.71
2005-04-19,293.71
2005-04-20,292.59
2005-04-21,293.58
2005-04-24,294.03
2005-04-25,294.98
2005-04-26,294.44
2005-04-27,295.33
2005-04-28,294.29
2005-05-01,294.79
2005-05-02,296.11
2005-05-03,297.81
2005-05-04,298.78
2005-05-05,288.89
2005-05-09,288.79
2005-05-10,288.34
2005-05-12,285.42
2005-05-15,285.52
2005-05-16,284.52
2005-05-17,283.12
2005-05-18,281.39
2005-05-19,280.39
2005-05-22,279.73
2005-05-24,276.85
2005-05-25,275.46
2005-05-26,276.35
2005-05-29,278.43
2005-05-30,279.09
2005-05-31,279.9
2005-06-01,280.15
2005-06-02,280.97
2005-06-05,281.61
2005-06-06,281.4
2005-06-08,280.39
2005-06-09,280.08
2005-06-12,279.72
2005-06-13,278.75
2005-06-14,277.79
2005-06-15,277.83
2005-06-16,277.88
2005-06-19,277.87
2005-06-20,278.88
2005-06-21,280.84
2005-06-22,281.15
2005-06-26,280.82
2005-06-27,280.39
2005-06-28,281.06
2005-06-29,281.54
2005-06-30,281.15
2005-07-03,281.28
2005-07-04,281.26
2005-07-05,282.51
2005-07-06,284.29
2005-07-10,285.07
2005-07-11,285.04
2005-07-12,286.21
2005-07-13,286.35
2005-07-14,286.67
2005-07-17,287.9
2005-07-18,288.03
2005-07-19,289.93
2005-07-20,290.88
2005-07-24,291.97
2005-07-25,292.47
2005-07-26,294.3
2005-07-27,294.62
2005-07-28,295.89
2005-07-31,296.78
2005-08-01,299.61
2005-08-02,300.88
2005-08-03,305.2
2005-08-04,305.87
2005-08-07,305.2
2005-08-08,300.55
2005-08-09,297.71
2005-08-10,297.83
2005-08-11,300.8
2005-08-14,300.94
2005-08-15,300.58
2005-08-16,300.06
2005-08-17,298.85
2005-08-21,295.45
2005-08-22,293.65
2005-08-23,289.57
2005-08-24,292.08
2005-08-25,293.58
2005-08-28,293.85
2005-09-08,296.22
2005-09-12,293.75
2005-09-13,293.81
2005-09-14,293.92
2005-09-15,293.35
2005-09-18,292.67
2005-09-19,293.11
2005-09-20,292.85
2005-09-21,293.69
2005-09-22,294.12
2005-09-25,294.89
2005-09-26,294.67
2005-09-27,296.2
2005-09-28,297.17
2005-09-29,296.98
2005-10-02,296.37
2005-10-05,296.55
2005-10-06,296.98
2005-10-09,297.34
2005-10-20,298.35
2005-10-23,302.83
2005-10-24,306.63
2005-10-25,305.32
2005-10-26,304.99
2005-10-27,305.73
2005-10-30,307.57
2005-11-07,303.94
2005-11-10,307.98
2005-11-13,306.15
2005-11-14,302.39
2005-11-16,300.58
2005-11-17,300.64
2005-11-20,300.57
2005-11-21,302.02
2005-11-22,302.23
2005-11-23,300.78
2005-11-24,301.2
2005-11-27,301.13
2005-11-28,301.67
2005-11-29,300.96
2005-11-30,300.54
2005-12-01,301.76
2005-12-04,301.65
2005-12-05,301.97
2005-12-06,298
2005-12-07,297.49
2005-12-08,299.1
2005-12-11,299.84
2005-12-12,299.71
2005-12-13,300.71
2005-12-14,302.24
2005-12-15,303.12
2005-12-18,303.98
2005-12-19,304.97
2005-12-20,306.59
2005-12-21,308.13
2005-12-22,308.67
2005-12-25,300.49
2005-12-26,299.93
2005-12-27,301.09
2005-12-28,301.6
2005-12-29,302.78
2006-01-01,303.26
2006-01-02,304.16
2006-01-03,305.42
2006-01-04,305.85
2006-01-05,305.62
2006-01-09,305.44
2006-01-10,305.55
2006-01-12,305.5
2006-01-15,305.66
2006-01-16,305.85
2006-01-17,305.93
2006-01-18,306.17
2006-01-19,305.27
2006-01-22,305.3
2006-01-23,305.72
2006-01-24,305.51
2006-01-25,306.13
2006-01-26,306.28
2006-01-30,306.9
2006-01-31,309.04
2006-02-01,308.25
2006-02-02,308.92
2006-02-05,309.09
2006-02-06,309.09
2006-02-07,310.32
2006-02-09,312.63
2006-02-12,317.69
2006-02-13,325.96
2006-02-14,329.39
2006-02-15,325.9
2006-02-16,324.86
2006-02-20,325.35
2006-02-21,327.48
2006-02-22,329.82
2006-02-23,333.03
2006-02-27,337.58
2006-02-28,341.05
2006-03-01,343.28
2006-03-02,339.58
2006-03-05,339.58
2006-03-06,334.42
2006-03-07,332.28
2006-03-08,335.37
2006-03-09,337.87
2006-03-12,337.32
2006-03-13,339.79
2006-03-19,339.6
2006-03-20,339.98
2006-03-21,339.03
2006-03-22,338.86
2006-03-23,338.7
2006-03-26,337.99
2006-03-27,337.45
2006-03-28,337.57
2006-04-02,336.71
2006-04-03,334.88
2006-04-04,334.15
2006-04-05,334.77
2006-04-16,334.27
2006-04-17,331.88
2006-04-25,338.54
2006-04-26,343.28
2006-04-30,361.58
2006-05-01,374.87
2006-05-02,372.45
2006-05-03,367.99
2006-05-04,366.94
2006-05-07,368.68
2006-05-08,370.95
2006-05-09,375.15
2006-05-10,377.47
2006-05-23,372.48
2006-05-24,370.89
2006-05-25,368.89
2006-05-28,375.64
2006-05-29,380.2
2006-05-30,372.64
2006-05-31,371.74
2006-06-01,371.97
2006-06-04,372.06
2006-06-05,371.47
2006-06-06,370.47
2006-06-07,369.62
2006-06-08,370.84
2006-06-11,371.62
2006-06-12,371.72
2006-06-13,370.79
2006-06-14,372.01
2006-06-15,372.21
2006-06-18,374.05
2006-06-19,375.49
2006-06-20,377.04
2006-06-21,378.68
2006-06-22,378.87
2006-06-25,378.45
2006-06-26,377.55
2006-06-27,375.47
2006-06-28,374.74
2006-06-29,375.14
2006-07-02,376.77
2006-07-03,378.66
2006-07-04,380.43
2006-07-05,382.04
2006-07-06,383.85
2006-07-09,384.6
2006-07-10,385.31
2006-07-12,386.63
2006-07-13,386.45
2006-07-16,386.83
2006-07-17,388.16
2006-07-18,389.74
2006-07-19,393.68
2006-07-20,395.89
2006-07-23,397.95
2006-07-24,398.21
2006-07-25,397.35
2006-07-26,394.86
2006-07-27,387.34
2006-07-30,386.5
2006-07-31,378.76
2006-08-01,366.73
2006-08-02,358.69
2006-08-03,355.6
2006-08-06,363.56
2006-08-07,383.14
2006-08-08,390.86
2006-08-13,391.73
2006-08-14,390.29
2006-08-15,389.23
2006-08-17,387.94
2006-08-20,384.79
2006-08-21,382.91
2006-08-22,380.83
2006-08-24,379.93
2006-08-27,378.81
2006-08-28,378.24
2006-08-29,379.27
2006-08-30,380.73
2006-08-31,382.24
2006-09-03,382.63
2006-09-04,382.5
2006-09-05,380.92
2006-09-07,381.47
2006-09-10,381.42
2006-09-11,381.37
2006-09-12,383.6
2006-09-13,383.17
2006-09-14,382.56
2006-09-18,387.59
2006-09-19,393.02
2006-09-20,393.39
2006-09-21,392.09
2006-09-22,391.62
2006-09-25,392.41
2006-09-26,392.73
2006-09-28,394.25
2006-10-08,397.46
2006-10-09,399.1
2006-10-10,399.45
2006-10-11,397.98
2006-10-12,398.88
2006-10-15,399.22
2006-10-16,398.2
2006-10-17,398.44
2006-10-18,398.14
2006-10-19,399.65
2006-10-26,401.07
2006-10-29,403.02
2006-10-30,405.13
2006-10-31,408.38
2006-11-01,402.11
2006-11-02,413.1
2006-11-05,415.14
2006-11-06,419.56
2006-11-07,424.21
2006-11-08,435.88
2006-11-09,445.01
2006-11-12,448.69
2006-11-13,441
2006-11-14,445.03
2006-11-15,448.12
2006-11-16,447.43
2006-11-19,447.79
2006-11-20,445.58
2006-11-21,446.48
2006-11-23,453.03
2006-11-26,463.74
2006-11-27,469.51
2006-11-28,478.01
2006-11-29,492.46
2006-11-30,486.19
2006-12-03,479.83
2006-12-04,476.93
2006-12-05,475.01
2006-12-06,473.31
2006-12-07,476.8
2006-12-10,480.95
2006-12-11,485.71
2006-12-12,494.18
2006-12-13,503.02
2006-12-14,508.58
2006-12-17,514.36
2006-12-18,517
2006-12-19,517.45
2006-12-20,511.22
2006-12-21,515.39
2006-12-24,518.64
2006-12-25,520.96
2006-12-26,520.78
2006-12-27,520.02
2006-12-28,517.46
2006-12-31,514.42
2007-01-01,512.72
2007-01-02,508.96
2007-01-03,505.25
2007-01-04,512.32
2007-01-07,521.37
2007-01-08,525.27
2007-01-09,530.45
2007-01-10,532.28
2007-01-11,532.33
2007-01-14,537.09
2007-01-15,538.36
2007-01-17,538.53
2007-01-18,535.94
2007-01-21,529.81
2007-01-22,527.05
2007-01-24,526.33
2007-01-25,523.63
2007-01-28,519.92
2007-01-29,512.7
2007-01-31,513.34
2007-02-01,519.05
2007-02-04,519.77
2007-02-05,520.2
2007-02-06,520.65
2007-02-07,519.69
2007-02-08,523.11
2007-02-11,524.79
2007-02-12,523.94
2007-02-13,525.08
2007-02-14,525.86
2007-02-15,526.97
2007-02-18,525.69
2007-02-20,523.2
2007-02-21,520.46
2007-02-22,519.07
2007-02-25,517.79
2007-02-26,514.66
2007-02-27,511.85
2007-02-28,511.81
2007-03-01,508.89
2007-03-04,505.37
2007-03-05,498.26
2007-03-06,485.98
2007-03-07,476.07
2007-03-08,486.81
2007-03-11,496.64
2007-03-12,500.72
2007-03-13,500.12
2007-03-14,494.06
2007-03-15,493.88
2007-03-21,492.32
2007-03-22,491.47
2007-03-25,488.52
2007-03-28,482.52
2007-03-29,480.99
2007-04-01,502.15
2007-04-02,507.46
2007-04-03,501.67
2007-04-04,491.61
2007-04-05,488.93
2007-04-08,488.22
2007-04-09,487.43
2007-04-10,487.01
2007-04-11,489.03
2007-04-12,494.59
2007-04-15,497.73
2007-04-16,498.02
2007-04-17,498.91
2007-04-18,501.27
2007-04-19,503.29
2007-04-22,502.72
2007-04-23,501.53
2007-04-25,502.6
2007-04-26,506.62
2007-04-29,509.62
2007-04-30,513.69
2007-05-03,514.65
2007-05-06,514.99
2007-05-07,516.14
2007-05-08,517.42
2007-05-09,518.62
2007-05-10,518.28
2007-05-13,516.8
2007-05-14,513.45
2007-05-15,512.38
2007-05-16,515.2
2007-05-17,518.55
2007-05-20,525.64
2007-05-21,525.15
2007-05-22,522.23
2007-05-23,523.46
2007-05-24,525.05
2007-05-27,524.92
2007-05-28,525.94
2007-05-29,531.96
2007-05-30,540.67
2007-05-31,541.38
2007-06-03,537.74
2007-06-04,542.14
2007-06-05,544.14
2007-06-06,549.96
2007-06-07,552.06
2007-06-10,559.15
2007-06-11,564.51
2007-06-12,572.72
2007-06-13,583.55
2007-06-14,575.04
2007-06-17,569.45
2007-06-18,563.49
2007-06-19,567.28
2007-06-20,578.81
2007-06-21,583.44
2007-06-24,584.01
2007-06-25,588.21
2007-06-26,590.29
2007-06-27,591.65
2007-07-01,593.65
2007-07-02,598.52
2007-07-03,602.87
2007-07-04,611.08
2007-07-05,613.47
2007-07-09,615.43
2007-07-10,620.61
2007-07-11,633.02
2007-07-12,643.15
2007-07-15,657.47
2007-07-16,683.95
2007-07-17,696.68
2007-07-18,677.98
2007-07-19,679.99
2007-07-22,687.65
2007-07-23,695.68
2007-07-24,695.38
2007-07-25,689.8
2007-07-26,687.83
2007-07-29,685.36
2007-07-30,680.55
2007-07-31,678.97
2007-08-01,683.36
2007-08-02,693.23
2007-08-05,702.73
2007-08-06,706.11
2007-08-07,719.69
2007-08-08,725.31
2007-08-09,723.32
2007-08-13,718.09
2007-08-14,712.67
2007-08-15,705.05
2007-08-16,705.96
2007-08-19,710.64
2007-08-20,714.06
2007-08-21,721.75
2007-08-22,722.54
2007-08-23,725.51
2007-08-24,725.86
2007-08-26,723.74
2007-08-27,723.04
2007-08-30,739.53
2007-09-02,756.05
2007-09-03,769.07
2007-09-05,785.43
2007-09-06,796.34
2007-09-09,811.98
2007-09-10,828.78
2007-09-11,833.56
2007-09-12,821.44
2007-09-13,813.77
2007-09-16,818.16
2007-09-17,817.08
2007-09-18,827.74
2007-09-19,837.92
2007-09-20,879.96
2007-09-23,847.86
2007-09-24,848.2
2007-09-26,855.13
2007-09-27,878.35
2007-09-30,885.5
2007-10-01,887.45
2007-10-02,886.12
2007-10-03,890.56
2007-10-04,899.42
2007-10-07,899.38
2007-10-08,873.92
2007-10-09,848.12
2007-10-10,837.72
2007-10-11,866.13
2007-10-14,883.42
2007-10-15,869.26
2007-10-16,863.14
2007-10-17,861.37
2007-10-28,858.06
2007-10-29,859.49
2007-10-30,864.89
2007-10-31,878.86
2007-11-01,887.59
2007-11-04,876.6
2007-11-05,874.54
2007-11-06,877.44
2007-11-07,880.06
2007-11-08,882.45
2007-11-12,889.12
2007-11-13,892.28
2007-11-14,902.45
2007-11-15,915.38
2007-11-18,851.55
2007-11-19,855
2007-11-20,852.68
2007-11-21,855.56
2007-11-22,856.24
2007-11-25,861.29
2007-11-26,867.61
2007-11-27,869.38
2007-11-28,879.58
2007-11-29,897.29
2007-12-02,922.44
2007-12-03,942.99
2007-12-04,963.79
2007-12-05,974.41
2007-12-06,992.81
2007-12-09,1000.49
2007-12-10,992.2
2007-12-11,996.29
2007-12-12,1000.27
2007-12-13,1024.51
2007-12-16,1053.02
2007-12-17,1064.09
2007-12-18,1061.35
2007-12-19,1059.86
2007-12-20,1055.73
2007-12-23,1045.65
2007-12-24,1018.16
2007-12-25,992.92
2007-12-26,967.74
2007-12-27,984.53
2008-01-06,988.64
2008-01-07,969.15
2008-01-08,956.82
2008-01-09,963.83
2008-01-10,982.38
2008-01-13,974.97
2008-01-14,958.91
2008-01-16,931.43
2008-01-17,905.38
2008-01-20,879.69
2008-01-21,891.08
2008-01-22,890.25
2008-01-23,877.51
2008-01-24,878.08
2008-01-27,867.61
2008-01-28,842.61
2008-01-29,817.61
2008-01-31,803.69
2008-02-03,778.13
2008-02-04,752.3
2008-02-05,708.9
2008-02-06,723.54
2008-02-07,750.86
2008-02-10,776.74
2008-02-11,802.03
2008-02-12,814.43
2008-02-13,809.59
2008-02-14,795.89
2008-02-17,769.92
2008-02-18,757.08
2008-02-20,756.44
2008-02-21,758.47
2008-02-24,755.89
2008-02-25,761.17
2008-02-26,759.51
2008-02-27,751.81
2008-02-28,756.76
2008-03-02,772.88
2008-03-03,771.21
2008-03-04,766.98
2008-03-05,758.7
2008-03-09,756.74
2008-03-10,749.05
2008-03-11,741.11
2008-03-12,723.28
2008-03-13,714.76
2008-03-16,712.97
2008-03-17,720.92
2008-03-18,718.93
2008-03-19,715.95
2008-03-20,716.72
2008-03-23,710.8
2008-03-24,704.54
2008-03-25,721.24
2008-03-26,720.67
2008-03-27,716.37
2008-03-30,702.97
2008-03-31,709.4
2008-04-01,712.52
2008-04-02,716.56
2008-04-03,730.14
2008-04-06,746.69
2008-04-15,720.24
2008-04-16,708.81
2008-04-17,734.83
2008-04-20,744.04
2008-04-21,739.43
2008-04-22,734.65
2008-04-24,734.85
2008-04-27,729.01
2008-04-28,730.28
2008-04-29,728.72
2008-04-30,736.46
2008-05-04,740.18
2008-05-05,748.92
2008-05-06,767.93
2008-05-07,776.97
2008-05-08,771.33
2008-05-11,773.54
2008-05-12,785.35
2008-05-13,806.26
2008-05-14,825.61
2008-05-15,812.67
2008-05-18,798.56
2008-05-21,801.48
2008-05-22,817.64
2008-05-25,832.14
2008-05-26,823.68
2008-05-27,833.18
2008-06-01,860.62
2008-06-02,873.77
2008-06-03,858.66
2008-06-04,867.93
2008-06-05,885.81
2008-06-08,910.82
2008-06-09,924.65
2008-06-10,915.03
2008-06-11,923.17
2008-06-12,930.65
2008-06-15,941.07
2008-06-16,957.87
2008-06-17,953.84
2008-06-18,959.82
2008-06-19,960.33
2008-06-22,947.12
2008-06-23,942.09
2008-06-24,940.92
2008-06-25,948.56
2008-06-26,951.62
2008-06-29,948.87
2008-06-30,937.46
2008-07-01,931.3
2008-07-02,906.24
2008-07-03,928.42
2008-07-06,926.96
2008-07-07,929.75
2008-07-08,936.49
2008-07-09,944.89
2008-07-10,949.55
2008-07-13,953.48
2008-07-14,959.29
2008-07-15,963.39
2008-07-16,982.12
2008-07-17,991.94
2008-07-20,985.24
2008-07-21,973.33
2008-07-22,962.8
2008-07-23,972.47
2008-07-27,980.81
2008-07-28,983.07
2008-07-29,1000.93
2008-07-30,1020.06
2008-07-31,1034.03
2008-08-03,1047.67
2008-08-04,1075.34
2008-08-05,1102.1
2008-08-06,1128.13
2008-08-07,1101.36
2008-08-10,1075.51
2008-08-11,1085.03
2008-08-12,1088.91
2008-08-13,1079.58
2008-08-14,1084.76
2008-08-18,1075.87
2008-08-19,1057.53
2008-08-20,1064.28
2008-08-21,1062.24
2008-08-24,1057.36
2008-08-25,1068.17
2008-08-26,1087.8
2008-08-27,1086.05
2008-08-28,1119.65
2008-08-31,1175.38
2008-09-01,1134.39
2008-09-02,1102.39
2008-09-03,1064.01
2008-09-04,1067.2
2008-09-07,1071.08
2008-09-08,1058.64
2008-09-09,1051.2
2008-09-10,1029.85
2008-09-11,1028.5
2008-09-15,996.09
2008-09-16,976.01
2008-09-17,985.16
2008-09-18,1004.28
2008-09-21,976.81
2008-09-22,952.64
2008-09-23,951.28
2008-09-24,945.07
2008-09-25,941.12
2008-09-28,954.6
2008-09-29,960.73
2008-10-01,970.23
2008-10-05,973.65
2008-10-12,969.56
2008-10-13,957.33
2008-10-15,938.31
2008-10-16,933.97
2008-10-19,918.62
2008-10-20,899.99
2008-10-21,907.73
2008-10-22,914
2008-10-23,919.33
2008-10-26,918.15
2008-10-27,881.86
2008-11-02,853.16
2008-11-03,849.44
2008-11-05,848.18
2008-11-06,832.59
2008-11-09,810.81
2008-11-10,779.78
2008-11-11,802.11
2008-11-12,815.63
2008-11-13,806.9
2008-11-16,793.86
2008-11-17,774.18
2008-11-18,775.99
2008-11-19,776.58
2008-11-20,770.25
2008-11-23,750.51
2008-11-24,726.47
2008-11-25,698.81
2008-11-26,728.57
2008-11-27,732.18
2008-11-30,750.71
2008-12-01,765.76
2008-12-02,761.67
2008-12-03,758.08
2008-12-04,754.91
2008-12-07,754.29
2008-12-08,747.72
2008-12-10,742.41
2008-12-11,743.25
2008-12-14,742.04
