Time,NepseIndex,Change,Gain,Loss,AverageGain,AverageLoss,RS,RSI,12_Day_EMA,26_Day_EMA,MACD,TrueRange,ATR
2014-06-15,928.0,23.0,23.0,0.0,5.38,0.96,5.61,84.87,890.65,871.62,19.03,23.0,6.34
2014-06-16,939.0,11.0,11.0,0.0,5.78,0.89,6.49,86.66,898.09,876.61,21.48,11.0,6.67
2014-06-17,935.0,-4.0,0.0,4.0,5.37,1.11,4.83,82.84,903.77,880.94,22.83,4.0,6.48
2014-06-18,932.0,-3.0,0.0,3.0,4.99,1.25,4.0,79.99,908.11,884.72,23.39,3.0,6.23
2014-06-19,927.0,-5.0,0.0,5.0,4.63,1.52,3.06,75.34,911.02,887.85,23.16,5.0,6.15
2014-06-23,918.0,-9.0,0.0,9.0,4.3,2.05,2.1,67.71,912.09,890.09,22.01,9.0,6.35
2014-06-24,924.0,6.0,6.0,0.0,4.42,1.9,2.32,69.9,913.92,892.6,21.33,6.0,6.32
2014-06-25,932.0,8.0,8.0,0.0,4.68,1.77,2.65,72.57,916.7,895.52,21.19,8.0,6.44
2014-06-26,936.0,4.0,4.0,0.0,4.63,1.64,2.82,73.82,919.67,898.52,21.16,4.0,6.27
2014-06-29,943.0,7.0,7.0,0.0,4.8,1.52,3.15,75.89,923.26,901.81,21.45,7.0,6.32
2014-06-30,946.0,3.0,3.0,0.0,4.67,1.42,3.3,76.74,926.76,905.08,21.68,3.0,6.08
2014-07-01,957.0,11.0,11.0,0.0,5.12,1.31,3.9,79.58,931.41,908.93,22.48,11.0,6.44
2014-07-02,972.0,15.0,15.0,0.0,5.83,1.22,4.77,82.68,937.66,913.6,24.06,15.0,7.05
2014-07-03,973.0,1.0,1.0,0.0,5.48,1.13,4.84,82.87,943.09,918.0,25.09,1.0,6.62
2014-07-06,986.0,13.0,13.0,0.0,6.02,1.05,5.72,85.12,949.69,923.04,26.66,13.0,7.07
2014-07-07,995.0,9.0,9.0,0.0,6.23,0.98,6.38,86.45,956.66,928.37,28.3,9.0,7.21
2014-07-08,1015.0,20.0,20.0,0.0,7.22,0.91,7.95,88.83,965.64,934.79,30.85,20.0,8.12
2014-07-09,1017.0,2.0,2.0,0.0,6.84,0.84,8.12,89.04,973.54,940.88,32.67,2.0,7.69
2014-07-10,1023.0,6.0,6.0,0.0,6.78,0.78,8.67,89.66,981.15,946.96,34.19,6.0,7.57
2014-07-13,1037.0,14.0,14.0,0.0,7.3,0.73,10.05,90.95,989.74,953.63,36.11,14.0,8.02
2014-07-14,1029.0,-8.0,0.0,8.0,6.78,1.25,5.44,84.47,995.78,959.21,36.57,8.0,8.02
2014-07-15,1026.0,-3.0,0.0,3.0,6.29,1.37,4.59,82.11,1000.43,964.16,36.27,3.0,7.66
2014-07-16,1036.0,10.0,10.0,0.0,6.56,1.27,5.15,83.74,1005.9,969.48,36.42,10.0,7.83
2014-07-17,1046.0,10.0,10.0,0.0,6.8,1.18,5.75,85.19,1012.07,975.15,36.92,10.0,7.99
2014-07-20,1075.0,29.0,29.0,0.0,8.39,1.1,7.64,88.43,1021.75,982.55,39.21,29.0,9.49
2014-07-21,1084.0,9.0,9.0,0.0,8.43,1.02,8.27,89.21,1031.33,990.06,41.27,9.0,9.45
2014-07-22,1078.0,-6.0,0.0,6.0,7.83,1.38,5.69,85.06,1038.51,996.57,41.94,6.0,9.21
2014-07-23,1082.0,4.0,4.0,0.0,7.56,1.28,5.92,85.54,1045.2,1002.9,42.3,4.0,8.83
2014-07-24,1079.0,-3.0,0.0,3.0,7.02,1.4,5.01,83.37,1050.4,1008.54,41.86,3.0,8.42
2014-07-27,1074.0,-5.0,0.0,5.0,6.52,1.66,3.93,79.72,1054.03,1013.39,40.64,5.0,8.17
2014-07-28,1073.0,-1.0,0.0,1.0,6.05,1.61,3.76,78.98,1056.95,1017.8,39.15,1.0,7.66
2014-07-30,1062.0,-11.0,0.0,11.0,5.62,2.28,2.46,71.12,1057.73,1021.08,36.65,11.0,7.9
2014-07-31,1066.0,4.0,4.0,0.0,5.5,2.12,2.6,72.21,1059.0,1024.41,34.59,4.0,7.62
2014-08-03,1056.0,-10.0,0.0,10.0,5.11,2.68,1.91,65.59,1058.54,1026.75,31.79,10.0,7.79
2014-08-04,1039.0,-17.0,0.0,17.0,4.74,3.7,1.28,56.16,1055.53,1027.65,27.88,17.0,8.45
2014-08-05,1045.0,6.0,6.0,0.0,4.83,3.44,1.41,58.43,1053.91,1028.94,24.97,6.0,8.27
2014-08-06,1041.0,-4.0,0.0,4.0,4.49,3.48,1.29,56.34,1051.93,1029.83,22.09,4.0,7.97
2014-08-07,1041.0,0.0,0.0,0.0,4.17,3.23,1.29,56.34,1050.24,1030.66,19.59,0.0,7.4
2014-08-12,1022.0,-19.0,0.0,19.0,3.87,4.36,0.89,47.04,1045.9,1030.02,15.88,19.0,8.23
2014-08-13,1026.0,4.0,4.0,0.0,3.88,4.05,0.96,48.95,1042.84,1029.72,13.12,4.0,7.93
2014-08-14,1034.0,8.0,8.0,0.0,4.17,3.76,1.11,52.63,1041.48,1030.04,11.44,8.0,7.93
2014-08-18,1013.0,-21.0,0.0,21.0,3.88,4.99,0.78,43.72,1037.1,1028.77,8.32,21.0,8.86
2014-08-19,1014.0,1.0,1.0,0.0,3.67,4.63,0.79,44.21,1033.54,1027.68,5.86,1.0,8.3
2014-08-20,996.0,-18.0,0.0,18.0,3.41,5.59,0.61,37.89,1027.77,1025.33,2.43,18.0,9.0
2014-08-21,998.0,2.0,2.0,0.0,3.31,5.19,0.64,38.93,1023.19,1023.31,-0.12,2.0,8.5
2014-08-24,985.0,-13.0,0.0,13.0,3.07,5.75,0.53,34.83,1017.31,1020.47,-3.16,13.0,8.82
2014-08-25,948.0,-37.0,0.0,37.0,2.85,7.98,0.36,26.33,1006.65,1015.1,-8.45,37.0,10.83
2014-08-26,922.0,-26.0,0.0,26.0,2.65,9.27,0.29,22.23,993.63,1008.21,-14.58,26.0,11.91
2014-08-27,960.0,38.0,38.0,0.0,5.17,8.6,0.6,37.55,988.45,1004.64,-16.18,38.0,13.78
2014-08-28,972.0,12.0,12.0,0.0,5.66,7.99,0.71,41.47,985.92,1002.22,-16.3,12.0,13.65
2014-08-31,953.0,-19.0,0.0,19.0,5.26,8.78,0.6,37.46,980.86,998.57,-17.72,19.0,14.03
2014-09-01,947.0,-6.0,0.0,6.0,4.88,8.58,0.57,36.27,975.65,994.75,-19.1,6.0,13.46
2014-09-03,934.0,-13.0,0.0,13.0,4.53,8.89,0.51,33.76,969.24,990.25,-21.01,13.0,13.43
2014-09-04,922.0,-12.0,0.0,12.0,4.21,9.12,0.46,31.59,961.97,985.2,-23.22,12.0,13.32
2014-09-07,876.0,-46.0,0.0,46.0,3.91,11.75,0.33,24.96,948.75,977.11,-28.36,46.0,15.66
2014-09-09,920.0,44.0,44.0,0.0,6.77,10.91,0.62,38.3,944.32,972.88,-28.55,44.0,17.68
2014-09-10,911.0,-9.0,0.0,9.0,6.29,10.77,0.58,36.85,939.2,968.29,-29.1,9.0,17.06
2014-09-11,911.0,0.0,0.0,0.0,5.84,10.0,0.58,36.85,934.86,964.05,-29.19,0.0,15.84
2014-09-14,902.0,-9.0,0.0,9.0,5.42,9.93,0.55,35.31,929.8,959.45,-29.65,9.0,15.35
2014-09-15,909.0,7.0,7.0,0.0,5.53,9.22,0.6,37.5,926.6,955.72,-29.11,7.0,14.76
2014-09-16,920.0,11.0,11.0,0.0,5.93,8.56,0.69,40.89,925.59,953.07,-27.48,11.0,14.49
2014-09-17,913.0,-7.0,0.0,7.0,5.5,8.45,0.65,39.43,923.65,950.1,-26.45,7.0,13.95
2014-09-18,900.0,-13.0,0.0,13.0,5.11,8.78,0.58,36.79,920.01,946.39,-26.38,13.0,13.89
2014-09-21,884.0,-16.0,0.0,16.0,4.74,9.29,0.51,33.79,914.47,941.77,-27.3,16.0,14.04
2014-09-22,882.0,-2.0,0.0,2.0,4.41,8.77,0.5,33.43,909.48,937.34,-27.87,2.0,13.18
2014-09-23,896.0,14.0,14.0,0.0,5.09,8.15,0.62,38.46,907.4,934.28,-26.88,14.0,13.24
2014-09-24,912.0,16.0,16.0,0.0,5.87,7.56,0.78,43.69,908.11,932.63,-24.52,16.0,13.43
2014-09-28,917.0,5.0,5.0,0.0,5.81,7.02,0.83,45.26,909.48,931.47,-21.99,5.0,12.83
2014-09-29,937.0,20.0,20.0,0.0,6.82,6.52,1.05,51.12,913.71,931.88,-18.17,20.0,13.34
2014-09-30,938.0,1.0,1.0,0.0,6.41,6.06,1.06,51.4,917.45,932.33,-14.89,1.0,12.46
2014-10-08,925.0,-13.0,0.0,13.0,5.95,6.55,0.91,47.58,918.61,931.79,-13.18,13.0,12.5
2014-10-09,922.0,-3.0,0.0,3.0,5.52,6.3,0.88,46.72,919.13,931.07,-11.93,3.0,11.82
2014-10-12,915.0,-7.0,0.0,7.0,5.13,6.35,0.81,44.69,918.5,929.88,-11.38,7.0,11.48
2014-10-13,909.0,-6.0,0.0,6.0,4.76,6.32,0.75,42.96,917.04,928.33,-11.29,6.0,11.09
2014-10-14,912.0,3.0,3.0,0.0,4.64,5.87,0.79,44.12,916.26,927.12,-10.86,3.0,10.51
2014-10-15,923.0,11.0,11.0,0.0,5.09,5.45,0.93,48.29,917.3,926.81,-9.52,11.0,10.54
2014-10-16,924.0,1.0,1.0,0.0,4.8,5.06,0.95,48.66,918.33,926.61,-8.28,1.0,9.86
2014-10-19,926.0,2.0,2.0,0.0,4.6,4.7,0.98,49.45,919.51,926.56,-7.05,2.0,9.3
2014-10-20,926.0,0.0,0.0,0.0,4.27,4.37,0.98,49.45,920.51,926.52,-6.01,0.0,8.64
2014-10-21,924.0,-2.0,0.0,2.0,3.97,4.2,0.94,48.58,921.04,926.33,-5.29,2.0,8.16
2014-10-22,929.0,5.0,5.0,0.0,4.04,3.9,1.04,50.9,922.27,926.53,-4.26,5.0,7.94
2014-10-26,930.0,1.0,1.0,0.0,3.82,3.62,1.06,51.37,923.46,926.79,-3.33,1.0,7.44
2014-10-27,935.0,5.0,5.0,0.0,3.91,3.36,1.16,53.76,925.23,927.4,-2.16,5.0,7.27
2014-10-28,933.0,-2.0,0.0,2.0,3.63,3.26,1.11,52.64,926.43,927.81,-1.38,2.0,6.89
2014-10-30,930.0,-3.0,0.0,3.0,3.37,3.24,1.04,50.94,926.98,927.97,-1.0,3.0,6.61
2014-11-02,921.0,-9.0,0.0,9.0,3.13,3.66,0.86,46.11,926.06,927.46,-1.4,9.0,6.78
2014-11-03,904.0,-17.0,0.0,17.0,2.9,4.61,0.63,38.66,922.66,925.72,-3.05,17.0,7.51
2014-11-04,897.0,-7.0,0.0,7.0,2.7,4.78,0.56,36.07,918.72,923.59,-4.88,7.0,7.48
2014-11-05,905.0,8.0,8.0,0.0,3.08,4.44,0.69,40.93,916.61,922.21,-5.61,8.0,7.51
2014-11-06,905.0,0.0,0.0,0.0,2.86,4.12,0.69,40.93,914.82,920.94,-6.12,0.0,6.98
2014-11-09,895.0,-10.0,0.0,10.0,2.65,4.54,0.58,36.87,911.77,919.02,-7.25,10.0,7.19
2014-11-10,885.0,-10.0,0.0,10.0,2.46,4.93,0.5,33.31,907.65,916.5,-8.85,10.0,7.39
2014-11-11,893.0,8.0,8.0,0.0,2.86,4.58,0.62,38.43,905.4,914.76,-9.36,8.0,7.44
2014-11-12,884.0,-9.0,0.0,9.0,2.65,4.89,0.54,35.16,902.11,912.48,-10.37,9.0,7.55
2014-11-13,881.0,-3.0,0.0,3.0,2.46,4.76,0.52,34.12,898.86,910.15,-11.29,3.0,7.22
2014-11-16,866.0,-15.0,0.0,15.0,2.29,5.49,0.42,29.42,893.8,906.88,-13.07,15.0,7.78
2014-11-17,848.0,-18.0,0.0,18.0,2.12,6.38,0.33,24.97,886.76,902.52,-15.76,18.0,8.51
2014-11-18,844.0,-4.0,0.0,4.0,1.97,6.21,0.32,24.1,880.18,898.18,-18.0,4.0,8.19
2014-11-19,854.0,10.0,10.0,0.0,2.55,5.77,0.44,30.62,876.15,894.91,-18.76,10.0,8.32
2014-11-20,863.0,9.0,9.0,0.0,3.01,5.36,0.56,35.95,874.13,892.55,-18.42,9.0,8.37
2014-11-23,869.0,6.0,6.0,0.0,3.22,4.98,0.65,39.3,873.34,890.8,-17.46,6.0,8.2
2014-11-24,864.0,-5.0,0.0,5.0,2.99,4.98,0.6,37.54,871.9,888.82,-16.91,5.0,7.97
2014-11-25,863.0,-1.0,0.0,1.0,2.78,4.69,0.59,37.18,870.53,886.9,-16.37,1.0,7.47
2014-11-30,857.0,-6.0,0.0,6.0,2.58,4.79,0.54,35.02,868.45,884.69,-16.24,6.0,7.37
2014-12-01,851.0,-6.0,0.0,6.0,2.39,4.87,0.49,32.95,865.77,882.19,-16.43,6.0,7.27
2014-12-02,846.0,-5.0,0.0,5.0,2.22,4.88,0.46,31.3,862.73,879.51,-16.79,5.0,7.11
2014-12-03,850.0,4.0,4.0,0.0,2.35,4.53,0.52,34.15,860.77,877.33,-16.56,4.0,6.88
2014-12-04,854.0,4.0,4.0,0.0,2.47,4.21,0.59,36.96,859.73,875.6,-15.87,4.0,6.68
2014-12-07,851.0,-3.0,0.0,3.0,2.29,4.12,0.56,35.73,858.38,873.78,-15.39,3.0,6.42
2014-12-08,848.0,-3.0,0.0,3.0,2.13,4.04,0.53,34.49,856.79,871.87,-15.08,3.0,6.17
2014-12-09,849.0,1.0,1.0,0.0,2.05,3.75,0.55,35.3,855.59,870.17,-14.58,1.0,5.8
2014-12-10,856.0,7.0,7.0,0.0,2.4,3.49,0.69,40.79,855.65,869.12,-13.47,7.0,5.89
2014-12-11,871.0,15.0,15.0,0.0,3.3,3.24,1.02,50.49,858.01,869.26,-11.25,15.0,6.54
2014-12-14,910.0,39.0,39.0,0.0,5.85,3.01,1.95,66.06,866.01,872.28,-6.27,39.0,8.86
2014-12-15,917.0,7.0,7.0,0.0,5.93,2.79,2.13,68.01,873.86,875.59,-1.74,7.0,8.72
2014-12-16,910.0,-7.0,0.0,7.0,5.51,3.09,1.78,64.06,879.42,878.14,1.28,7.0,8.6
2014-12-17,900.0,-10.0,0.0,10.0,5.12,3.59,1.43,58.8,882.58,879.76,2.82,10.0,8.7
2014-12-18,904.0,4.0,4.0,0.0,5.04,3.33,1.51,60.2,885.88,881.56,4.32,4.0,8.37
2014-12-21,897.0,-7.0,0.0,7.0,4.68,3.59,1.3,56.56,887.59,882.7,4.89,7.0,8.27
2014-12-22,885.0,-12.0,0.0,12.0,4.34,4.19,1.04,50.88,887.19,882.87,4.32,12.0,8.53
2014-12-23,877.0,-8.0,0.0,8.0,4.03,4.46,0.9,47.46,885.62,882.44,3.19,8.0,8.5
2014-12-24,888.0,11.0,11.0,0.0,4.53,4.15,1.09,52.22,885.99,882.85,3.14,11.0,8.68
2014-12-28,904.0,16.0,16.0,0.0,5.35,3.85,1.39,58.16,888.76,884.41,4.35,16.0,9.2
2014-12-29,907.0,3.0,3.0,0.0,5.18,3.57,1.45,59.18,891.57,886.09,5.48,3.0,8.76
2014-12-31,902.0,-5.0,0.0,5.0,4.81,3.68,1.31,56.69,893.17,887.27,5.9,5.0,8.49
2015-01-01,904.0,2.0,2.0,0.0,4.61,3.41,1.35,57.46,894.84,888.51,6.33,2.0,8.02
2015-01-04,918.0,14.0,14.0,0.0,5.28,3.17,1.67,62.49,898.4,890.69,7.71,14.0,8.45
2015-01-05,920.0,2.0,2.0,0.0,5.05,2.94,1.71,63.16,901.72,892.86,8.86,2.0,7.99
2015-01-06,917.0,-3.0,0.0,3.0,4.69,2.95,1.59,61.39,904.07,894.65,9.42,3.0,7.63
2015-01-07,925.0,8.0,8.0,0.0,4.92,2.74,1.8,64.27,907.29,896.9,10.4,8.0,7.66
2015-01-08,931.0,6.0,6.0,0.0,5.0,2.54,1.97,66.3,910.94,899.42,11.52,6.0,7.54
2015-01-11,928.0,-3.0,0.0,3.0,4.64,2.57,1.8,64.33,913.56,901.54,12.02,3.0,7.22
2015-01-12,928.0,0.0,0.0,0.0,4.31,2.39,1.8,64.33,915.79,903.5,12.29,0.0,6.7
2015-01-13,937.0,9.0,9.0,0.0,4.65,2.22,2.09,67.67,919.05,905.98,13.07,9.0,6.87
2015-01-14,940.0,3.0,3.0,0.0,4.53,2.06,2.2,68.72,922.27,908.5,13.77,3.0,6.59
2015-01-18,945.0,5.0,5.0,0.0,4.56,1.91,2.38,70.45,925.77,911.21,14.56,5.0,6.48
2015-01-19,975.0,30.0,30.0,0.0,6.38,1.78,3.59,78.21,933.34,915.93,17.41,30.0,8.16
2015-01-20,963.0,-12.0,0.0,12.0,5.92,2.51,2.36,70.26,937.91,919.42,18.49,12.0,8.43
2015-01-22,959.0,-4.0,0.0,4.0,5.5,2.61,2.1,67.79,941.15,922.35,18.8,4.0,8.11
2015-01-25,969.0,10.0,10.0,0.0,5.82,2.43,2.4,70.58,945.44,925.81,19.63,10.0,8.25
2015-01-26,969.0,0.0,0.0,0.0,5.41,2.25,2.4,70.58,949.06,929.0,20.06,0.0,7.66
2015-01-27,975.0,6.0,6.0,0.0,5.45,2.09,2.6,72.25,953.05,932.41,20.64,6.0,7.54
2015-01-28,988.0,13.0,13.0,0.0,5.99,1.94,3.08,75.5,958.43,936.53,21.9,13.0,7.93
2015-01-29,987.0,-1.0,0.0,1.0,5.56,1.88,2.96,74.77,962.82,940.27,22.56,1.0,7.44
2015-02-01,991.0,4.0,4.0,0.0,5.45,1.74,3.13,75.78,967.16,944.03,23.13,4.0,7.19
2015-02-02,991.0,0.0,0.0,0.0,5.06,1.62,3.13,75.78,970.83,947.51,23.32,0.0,6.68
2015-02-03,988.0,-3.0,0.0,3.0,4.7,1.72,2.74,73.24,973.47,950.51,22.96,3.0,6.41
2015-02-04,987.0,-1.0,0.0,1.0,4.36,1.67,2.62,72.38,975.55,953.21,22.34,1.0,6.03
2015-02-05,984.0,-3.0,0.0,3.0,4.05,1.76,2.3,69.71,976.85,955.49,21.36,3.0,5.81
2015-02-08,986.0,2.0,2.0,0.0,3.9,1.63,2.39,70.49,978.26,957.75,20.51,2.0,5.54
2015-02-09,981.0,-5.0,0.0,5.0,3.63,1.88,1.93,65.91,978.68,959.47,19.21,5.0,5.5
2015-02-10,981.0,0.0,0.0,0.0,3.37,1.74,1.93,65.91,979.04,961.07,17.97,0.0,5.11
2015-02-11,981.0,0.0,0.0,0.0,3.13,1.62,1.93,65.91,979.34,962.54,16.8,0.0,4.74
2015-02-12,985.0,4.0,4.0,0.0,3.19,1.5,2.12,67.99,980.21,964.21,16.0,4.0,4.69
2015-02-15,990.0,5.0,5.0,0.0,3.32,1.39,2.38,70.41,981.72,966.12,15.6,5.0,4.71
2015-02-16,987.0,-3.0,0.0,3.0,3.08,1.51,2.04,67.13,982.53,967.66,14.86,3.0,4.59
2015-02-18,983.0,-4.0,0.0,4.0,2.86,1.69,1.7,62.91,982.6,968.8,13.8,4.0,4.55
2015-02-22,971.0,-12.0,0.0,12.0,2.66,2.42,1.1,52.29,980.82,968.96,11.85,12.0,5.08
2015-02-23,974.0,3.0,3.0,0.0,2.68,2.25,1.19,54.37,979.77,969.34,10.43,3.0,4.93
2015-02-24,971.0,-3.0,0.0,3.0,2.49,2.3,1.08,51.94,978.42,969.46,8.96,3.0,4.79
2015-02-25,971.0,0.0,0.0,0.0,2.31,2.14,1.08,51.94,977.28,969.57,7.7,0.0,4.45
2015-02-26,979.0,8.0,8.0,0.0,2.72,1.99,1.37,57.78,977.54,970.27,7.27,8.0,4.7
2015-03-01,976.0,-3.0,0.0,3.0,2.52,2.06,1.23,55.07,977.31,970.7,6.61,3.0,4.58
2015-03-02,985.0,9.0,9.0,0.0,2.99,1.91,1.56,60.97,978.49,971.76,6.73,9.0,4.9
2015-03-03,981.0,-4.0,0.0,4.0,2.77,2.06,1.35,57.37,978.88,972.44,6.44,4.0,4.83
2015-03-04,983.0,2.0,2.0,0.0,2.72,1.91,1.42,58.68,979.51,973.22,6.29,2.0,4.63
2015-03-09,989.0,6.0,6.0,0.0,2.95,1.78,1.66,62.43,980.97,974.39,6.58,6.0,4.73
2015-03-10,984.0,-5.0,0.0,5.0,2.74,2.01,1.37,57.73,981.44,975.1,6.33,5.0,4.75
2015-03-11,984.0,0.0,0.0,0.0,2.55,1.86,1.37,57.73,981.83,975.76,6.07,0.0,4.41
2015-03-12,978.0,-6.0,0.0,6.0,2.36,2.16,1.09,52.26,981.24,975.93,5.31,6.0,4.52
2015-03-15,971.0,-7.0,0.0,7.0,2.19,2.51,0.88,46.7,979.67,975.56,4.1,7.0,4.7
2015-03-16,959.0,-12.0,0.0,12.0,2.04,3.18,0.64,39.03,976.49,974.34,2.15,12.0,5.22
2015-03-17,963.0,4.0,4.0,0.0,2.18,2.96,0.74,42.43,974.41,973.5,0.92,4.0,5.13
2015-03-18,964.0,1.0,1.0,0.0,2.09,2.74,0.76,43.28,972.81,972.79,0.02,1.0,4.84
2015-03-19,968.0,4.0,4.0,0.0,2.23,2.55,0.88,46.67,972.07,972.44,-0.37,4.0,4.78
2015-03-22,964.0,-4.0,0.0,4.0,2.07,2.65,0.78,43.85,970.83,971.81,-0.98,4.0,4.72
2015-03-23,957.0,-7.0,0.0,7.0,1.92,2.96,0.65,39.36,968.7,970.72,-2.01,7.0,4.89
2015-03-24,954.0,-3.0,0.0,3.0,1.79,2.97,0.6,37.58,966.44,969.48,-3.04,3.0,4.75
2015-03-25,951.0,-3.0,0.0,3.0,1.66,2.97,0.56,35.84,964.06,968.11,-4.04,3.0,4.63
2015-03-26,942.0,-9.0,0.0,9.0,1.54,3.4,0.45,31.18,960.67,966.17,-5.51,9.0,4.94
2015-03-29,942.0,0.0,0.0,0.0,1.43,3.16,0.45,31.18,957.8,964.38,-6.59,0.0,4.59
2015-03-30,939.0,-3.0,0.0,3.0,1.33,3.14,0.42,29.68,954.91,962.5,-7.6,3.0,4.47
2015-03-31,946.0,7.0,7.0,0.0,1.73,2.92,0.59,37.24,953.54,961.28,-7.75,7.0,4.65
2015-04-01,940.0,-6.0,0.0,6.0,1.61,3.14,0.51,33.88,951.45,959.7,-8.25,6.0,4.75
2015-04-02,940.0,0.0,0.0,0.0,1.49,2.92,0.51,33.88,949.69,958.25,-8.55,0.0,4.41
2015-04-05,934.0,-6.0,0.0,6.0,1.39,3.14,0.44,30.67,947.28,956.45,-9.17,6.0,4.52
2015-04-06,938.0,4.0,4.0,0.0,1.57,2.91,0.54,35.08,945.85,955.08,-9.23,4.0,4.49
2015-04-07,936.0,-2.0,0.0,2.0,1.46,2.85,0.51,33.92,944.33,953.67,-9.33,2.0,4.31
2015-04-08,942.0,6.0,6.0,0.0,1.79,2.64,0.68,40.31,943.98,952.8,-8.83,6.0,4.43
2015-04-09,947.0,5.0,5.0,0.0,2.02,2.45,0.82,45.08,944.44,952.37,-7.93,5.0,4.47
2015-04-12,952.0,5.0,5.0,0.0,2.23,2.28,0.98,49.43,945.6,952.35,-6.74,5.0,4.51
2015-04-13,948.0,-4.0,0.0,4.0,2.07,2.4,0.86,46.28,945.97,952.02,-6.05,4.0,4.47
2015-04-15,944.0,-4.0,0.0,4.0,1.92,2.52,0.76,43.3,945.67,951.43,-5.76,4.0,4.44
2015-04-16,950.0,6.0,6.0,0.0,2.21,2.34,0.95,48.64,946.34,951.32,-4.99,6.0,4.55
2015-04-19,946.0,-4.0,0.0,4.0,2.05,2.46,0.84,45.56,946.28,950.93,-4.65,4.0,4.51
2015-04-20,945.0,-1.0,0.0,1.0,1.91,2.35,0.81,44.79,946.09,950.49,-4.4,1.0,4.26
2015-04-21,945.0,0.0,0.0,0.0,1.77,2.18,0.81,44.79,945.92,950.08,-4.17,0.0,3.96
2015-04-22,942.0,-3.0,0.0,3.0,1.65,2.24,0.73,42.32,945.32,949.49,-4.17,3.0,3.89
2015-04-23,938.0,-4.0,0.0,4.0,1.53,2.37,0.65,39.22,944.19,948.63,-4.44,4.0,3.9
2015-05-24,910.0,-28.0,0.0,28.0,1.42,4.2,0.34,25.25,938.93,945.77,-6.84,28.0,5.62
2015-05-25,881.0,-29.0,0.0,29.0,1.32,5.97,0.22,18.08,930.02,940.97,-10.96,29.0,7.29
2015-05-26,860.0,-21.0,0.0,21.0,1.22,7.04,0.17,14.8,919.25,934.98,-15.73,21.0,8.27
2015-05-27,838.0,-22.0,0.0,22.0,1.14,8.11,0.14,12.28,906.75,927.79,-21.05,22.0,9.25
2015-05-28,842.0,4.0,4.0,0.0,1.34,7.53,0.18,15.11,896.79,921.44,-24.65,4.0,8.87
2015-05-31,872.0,30.0,30.0,0.0,3.39,6.99,0.48,32.63,892.97,917.78,-24.8,30.0,10.38
2015-06-01,890.0,18.0,18.0,0.0,4.43,6.49,0.68,40.56,892.52,915.72,-23.2,18.0,10.93
2015-06-02,902.0,12.0,12.0,0.0,4.97,6.03,0.82,45.19,893.97,914.7,-20.73,12.0,11.0
2015-06-03,925.0,23.0,23.0,0.0,6.26,5.6,1.12,52.78,898.75,915.47,-16.72,23.0,11.86
2015-06-04,927.0,2.0,2.0,0.0,5.96,5.2,1.15,53.38,903.09,916.32,-13.23,2.0,11.16
2015-06-07,931.0,4.0,4.0,0.0,5.82,4.83,1.2,54.64,907.39,917.41,-10.02,4.0,10.64
2015-06-08,945.0,14.0,14.0,0.0,6.4,4.48,1.43,58.8,913.17,919.45,-6.28,14.0,10.88
2015-06-09,967.0,22.0,22.0,0.0,7.51,4.16,1.8,64.35,921.45,922.97,-1.52,22.0,11.68
2015-06-10,956.0,-11.0,0.0,11.0,6.98,4.65,1.5,60.0,926.77,925.42,1.35,11.0,11.63
2015-06-11,938.0,-18.0,0.0,18.0,6.48,5.61,1.16,53.62,928.5,926.35,2.15,18.0,12.08
2015-06-14,928.0,-10.0,0.0,10.0,6.02,5.92,1.02,50.41,928.42,926.47,1.95,10.0,11.94
2015-06-15,934.0,6.0,6.0,0.0,6.02,5.5,1.09,52.25,929.28,927.03,2.25,6.0,11.51
2015-06-16,931.0,-3.0,0.0,3.0,5.59,5.32,1.05,51.23,929.54,927.33,2.22,3.0,10.9
2015-06-17,928.0,-3.0,0.0,3.0,5.19,5.15,1.01,50.17,929.31,927.38,1.93,3.0,10.34
2015-06-18,925.0,-3.0,0.0,3.0,4.82,5.0,0.96,49.07,928.64,927.2,1.44,3.0,9.81
2015-06-21,918.0,-7.0,0.0,7.0,4.47,5.14,0.87,46.52,927.01,926.52,0.49,7.0,9.61
2015-06-22,922.0,4.0,4.0,0.0,4.44,4.77,0.93,48.18,926.24,926.18,0.05,4.0,9.21
2015-06-23,926.0,4.0,4.0,0.0,4.41,4.43,0.99,49.85,926.2,926.17,0.03,4.0,8.84
2015-06-24,928.0,2.0,2.0,0.0,4.24,4.12,1.03,50.71,926.48,926.31,0.17,2.0,8.35
2015-06-25,930.0,2.0,2.0,0.0,4.08,3.82,1.07,51.6,927.02,926.58,0.44,2.0,7.9
2015-06-28,938.0,8.0,8.0,0.0,4.36,3.55,1.23,55.1,928.71,927.42,1.28,8.0,7.91
2015-06-29,946.0,8.0,8.0,0.0,4.62,3.3,1.4,58.34,931.37,928.8,2.57,8.0,7.91
2015-06-30,949.0,3.0,3.0,0.0,4.5,3.06,1.47,59.52,934.08,930.3,3.78,3.0,7.56
2015-07-01,946.0,-3.0,0.0,3.0,4.18,3.06,1.37,57.76,935.91,931.46,4.45,3.0,7.24
2015-07-02,939.0,-7.0,0.0,7.0,3.88,3.34,1.16,53.76,936.39,932.02,4.37,7.0,7.22
2015-07-05,938.0,-1.0,0.0,1.0,3.6,3.17,1.14,53.19,936.64,932.46,4.18,1.0,6.77
2015-07-06,937.0,-1.0,0.0,1.0,3.35,3.02,1.11,52.6,936.69,932.8,3.9,1.0,6.36
