Time,NepseIndex,Change,Gain,Loss,AverageGain,AverageLoss,RS,RSI,12_Day_EMA,26_Day_EMA,MACD,TrueRange,ATR
1997-07-20,173.26,,0.0,0.0,,,,,172.43,171.06,1.37,,0.25
1997-07-21,173.25,-0.01,0.0,0.01,,,,,172.43,171.06,1.37,0.01,0.25
1997-07-22,173.03,-0.22,0.0,0.22,,,,,172.43,171.06,1.37,0.22,0.25
1997-07-23,173.03,0.0,0.0,0.0,,,,,172.43,171.06,1.37,0.0,0.25
1997-07-24,172.66,-0.37,0.0,0.37,,,,,172.43,171.06,1.37,0.37,0.25
1997-07-27,173.15,0.49,0.49,0.0,,,,,172.43,171.06,1.37,0.49,0.25
1997-07-29,172.88,-0.27,0.0,0.27,,,,,172.43,171.06,1.37,0.27,0.25
1997-07-30,172.12,-0.76,0.0,0.76,,,,,172.43,171.06,1.37,0.76,0.25
1997-07-31,171.7,-0.42,0.0,0.42,,,,,172.43,171.06,1.37,0.42,0.25
1997-08-03,171.52,-0.18,0.0,0.18,,,,,172.43,171.06,1.37,0.18,0.25
1997-08-04,171.36,-0.16,0.0,0.16,,,,,172.43,171.06,1.37,0.16,0.25
1997-08-05,171.16,-0.2,0.0,0.2,,,,,172.43,171.06,1.37,0.2,0.25
1997-08-06,171.1,-0.06,0.0,0.06,,,,,172.22,171.06,1.16,0.06,0.25
1997-08-07,171.24,0.14,0.14,0.0,0.05,0.19,0.24,19.21,172.07,171.06,1.01,0.14,0.25
1997-08-10,170.39,-0.85,0.0,0.85,0.05,0.25,0.18,15.25,171.81,171.06,0.75,0.85,0.3
1997-08-11,169.38,-1.01,0.0,1.01,0.04,0.3,0.14,12.07,171.44,171.06,0.38,1.01,0.35
1997-08-12,169.28,-0.1,0.0,0.1,0.04,0.29,0.13,11.81,171.11,171.06,0.05,0.1,0.33
1997-08-13,169.28,0.0,0.0,0.0,0.04,0.27,0.13,11.81,170.83,171.06,-0.23,0.0,0.31
1997-08-14,169.52,0.24,0.24,0.0,0.05,0.25,0.2,16.84,170.62,171.06,-0.43,0.24,0.3
1997-08-17,169.57,0.05,0.05,0.0,0.05,0.23,0.22,17.9,170.46,171.06,-0.6,0.05,0.28
1997-08-20,169.76,0.19,0.19,0.0,0.06,0.22,0.28,21.93,170.35,171.06,-0.7,0.19,0.28
1997-08-21,169.57,-0.19,0.0,0.19,0.06,0.21,0.26,20.83,170.23,171.06,-0.83,0.19,0.27
1997-08-24,169.91,0.34,0.34,0.0,0.08,0.2,0.39,27.83,170.18,171.06,-0.88,0.34,0.27
1997-08-26,169.57,-0.34,0.0,0.34,0.07,0.21,0.34,25.41,170.09,171.06,-0.97,0.34,0.28
1997-08-27,169.87,0.3,0.3,0.0,0.09,0.19,0.45,31.1,170.06,171.06,-1.0,0.3,0.28
1997-08-28,169.98,0.11,0.11,0.0,0.09,0.18,0.5,33.11,170.04,171.06,-1.02,0.11,0.27
1997-08-31,169.64,-0.34,0.0,0.34,0.08,0.19,0.43,30.18,169.98,170.95,-0.97,0.34,0.27
1997-09-01,170.13,0.49,0.49,0.0,0.11,0.18,0.63,38.63,170.0,170.89,-0.89,0.49,0.29
1997-09-02,170.2,0.07,0.07,0.0,0.11,0.16,0.66,39.75,170.03,170.84,-0.81,0.07,0.27
1997-09-03,168.74,-1.46,0.0,1.46,0.1,0.26,0.39,28.18,169.84,170.69,-0.85,1.46,0.36
1997-09-04,168.63,-0.11,0.0,0.11,0.09,0.25,0.38,27.53,169.65,170.53,-0.88,0.11,0.34
1997-09-07,168.49,-0.14,0.0,0.14,0.09,0.24,0.36,26.69,169.47,170.38,-0.91,0.14,0.33
1997-09-08,168.84,0.35,0.35,0.0,0.11,0.22,0.48,32.27,169.37,170.27,-0.89,0.35,0.33
1997-09-09,169.18,0.34,0.34,0.0,0.12,0.21,0.59,37.28,169.34,170.19,-0.84,0.34,0.33
1997-09-10,169.17,-0.01,0.0,0.01,0.11,0.19,0.59,37.19,169.32,170.11,-0.79,0.01,0.31
1997-09-11,169.99,0.82,0.82,0.0,0.16,0.18,0.92,47.92,169.42,170.1,-0.68,0.82,0.34
1997-09-14,170.1,0.11,0.11,0.0,0.16,0.17,0.97,49.18,169.53,170.1,-0.58,0.11,0.33
1997-09-16,170.45,0.35,0.35,0.0,0.17,0.15,1.13,53.05,169.67,170.13,-0.46,0.35,0.33
1997-09-17,170.6,0.15,0.15,0.0,0.17,0.14,1.21,54.65,169.81,170.16,-0.35,0.15,0.32
1997-09-18,169.67,-0.93,0.0,0.93,0.16,0.2,0.8,44.54,169.79,170.13,-0.34,0.93,0.36
1997-09-21,170.31,0.64,0.64,0.0,0.19,0.18,1.05,51.23,169.87,170.14,-0.27,0.64,0.38
1997-09-22,170.06,-0.25,0.0,0.25,0.18,0.19,0.95,48.75,169.9,170.13,-0.24,0.25,0.37
1997-09-23,170.43,0.37,0.37,0.0,0.19,0.18,1.1,52.41,169.98,170.16,-0.18,0.37,0.37
1997-09-24,169.96,-0.47,0.0,0.47,0.18,0.2,0.91,47.75,169.98,170.14,-0.16,0.47,0.38
1997-09-25,169.97,0.01,0.01,0.0,0.17,0.18,0.92,47.85,169.98,170.13,-0.15,0.01,0.35
1997-09-28,170.71,0.74,0.74,0.0,0.21,0.17,1.23,55.13,170.09,170.17,-0.08,0.74,0.38
1997-09-29,170.64,-0.07,0.0,0.07,0.19,0.16,1.19,54.36,170.17,170.21,-0.03,0.07,0.36
1997-09-30,171.23,0.59,0.59,0.0,0.22,0.15,1.47,59.51,170.34,170.28,0.05,0.59,0.37
1997-10-01,170.2,-1.03,0.0,1.03,0.21,0.21,0.96,49.09,170.32,170.28,0.04,1.03,0.42
1997-10-05,169.8,-0.4,0.0,0.4,0.19,0.23,0.84,45.74,170.24,170.24,-0.01,0.4,0.42
1997-10-06,169.7,-0.1,0.0,0.1,0.18,0.22,0.82,44.92,170.15,170.2,-0.05,0.1,0.4
1997-10-07,169.68,-0.02,0.0,0.02,0.17,0.2,0.81,44.74,170.08,170.16,-0.08,0.02,0.37
1997-10-16,169.43,-0.25,0.0,0.25,0.15,0.21,0.74,42.53,169.98,170.11,-0.13,0.25,0.36
1997-10-19,169.51,0.08,0.08,0.0,0.15,0.19,0.77,43.49,169.91,170.06,-0.16,0.08,0.34
1997-10-20,169.55,0.04,0.04,0.0,0.14,0.18,0.79,44.0,169.85,170.03,-0.17,0.04,0.32
1997-10-21,169.29,-0.26,0.0,0.26,0.13,0.18,0.71,41.4,169.77,169.97,-0.2,0.26,0.31
1997-10-22,170.33,1.04,1.04,0.0,0.2,0.17,1.14,53.28,169.85,170.0,-0.14,1.04,0.37
1997-10-23,171.04,0.71,0.71,0.0,0.23,0.16,1.46,59.33,170.04,170.08,-0.04,0.71,0.39
1997-10-26,170.61,-0.43,0.0,0.43,0.22,0.18,1.21,54.71,170.12,170.11,0.01,0.43,0.39
1997-10-27,172.96,2.35,2.35,0.0,0.37,0.17,2.22,68.95,170.56,170.33,0.23,2.35,0.53
1997-10-28,172.0,-0.96,0.0,0.96,0.34,0.22,1.54,60.57,170.78,170.45,0.33,0.96,0.56
1997-10-29,173.43,1.43,1.43,0.0,0.42,0.21,2.03,67.01,171.19,170.67,0.52,1.43,0.63
1997-11-03,173.44,0.01,0.01,0.0,0.39,0.19,2.03,67.05,171.54,170.88,0.66,0.01,0.58
1997-11-04,172.68,-0.76,0.0,0.76,0.36,0.23,1.56,60.93,171.71,171.01,0.7,0.76,0.59
1997-11-05,173.03,0.35,0.35,0.0,0.36,0.22,1.68,62.62,171.91,171.16,0.76,0.35,0.58
1997-11-06,172.07,-0.96,0.0,0.96,0.34,0.27,1.25,55.52,171.94,171.23,0.71,0.96,0.6
1997-11-09,173.02,0.95,0.95,0.0,0.38,0.25,1.52,60.31,172.1,171.36,0.75,0.95,0.63
1997-11-10,172.46,-0.56,0.0,0.56,0.35,0.27,1.3,56.45,172.16,171.44,0.72,0.56,0.62
1997-11-11,172.08,-0.38,0.0,0.38,0.33,0.28,1.17,53.92,172.15,171.49,0.66,0.38,0.61
1997-11-12,171.96,-0.12,0.0,0.12,0.3,0.27,1.13,53.12,172.12,171.52,0.6,0.12,0.57
1997-11-13,172.02,0.06,0.06,0.0,0.29,0.25,1.15,53.49,172.1,171.56,0.54,0.06,0.54
1997-11-16,172.02,0.0,0.0,0.0,0.27,0.23,1.15,53.49,172.09,171.59,0.5,0.0,0.5
1997-11-17,172.8,0.78,0.78,0.0,0.3,0.21,1.41,58.5,172.2,171.68,0.52,0.78,0.52
1997-11-18,172.68,-0.12,0.0,0.12,0.28,0.21,1.35,57.47,172.27,171.76,0.52,0.12,0.49
1997-11-19,172.35,-0.33,0.0,0.33,0.26,0.22,1.2,54.64,172.29,171.8,0.48,0.33,0.48
1997-11-20,173.01,0.66,0.66,0.0,0.29,0.2,1.44,59.0,172.4,171.89,0.51,0.66,0.49
1997-11-23,173.28,0.27,0.27,0.0,0.29,0.19,1.54,60.66,172.53,171.99,0.54,0.27,0.47
1997-11-24,173.1,-0.18,0.0,0.18,0.27,0.19,1.44,58.94,172.62,172.08,0.54,0.18,0.45
1997-11-25,173.28,0.18,0.18,0.0,0.26,0.17,1.51,60.16,172.72,172.16,0.56,0.18,0.43
1997-11-26,172.39,-0.89,0.0,0.89,0.24,0.22,1.08,51.97,172.67,172.18,0.49,0.89,0.47
1997-11-27,172.14,-0.25,0.0,0.25,0.23,0.23,1.0,49.91,172.59,172.18,0.41,0.25,0.45
1997-11-30,171.64,-0.5,0.0,0.5,0.21,0.25,0.85,45.99,172.44,172.14,0.3,0.5,0.45
1997-12-01,171.77,0.13,0.13,0.0,0.2,0.23,0.89,47.15,172.34,172.11,0.23,0.13,0.43
1997-12-02,171.19,-0.58,0.0,0.58,0.19,0.25,0.75,42.74,172.16,172.04,0.12,0.58,0.44
1997-12-03,170.08,-1.11,0.0,1.11,0.18,0.31,0.56,35.82,171.84,171.9,-0.06,1.11,0.49
1997-12-04,170.22,0.14,0.14,0.0,0.17,0.29,0.59,37.2,171.59,171.77,-0.18,0.14,0.46
1997-12-07,170.68,0.46,0.46,0.0,0.19,0.27,0.71,41.64,171.45,171.69,-0.24,0.46,0.46
1997-12-08,170.54,-0.14,0.0,0.14,0.18,0.26,0.69,40.7,171.31,171.61,-0.3,0.14,0.44
1997-12-09,170.24,-0.3,0.0,0.3,0.17,0.26,0.63,38.68,171.15,171.51,-0.36,0.3,0.43
1997-12-10,171.14,0.9,0.9,0.0,0.22,0.25,0.89,47.16,171.15,171.48,-0.33,0.9,0.46
1997-12-11,171.19,0.05,0.05,0.0,0.21,0.23,0.91,47.59,171.15,171.46,-0.3,0.05,0.44
1997-12-14,170.56,-0.63,0.0,0.63,0.19,0.26,0.75,42.82,171.06,171.39,-0.33,0.63,0.45
1997-12-15,170.16,-0.4,0.0,0.4,0.18,0.27,0.67,40.08,170.92,171.3,-0.38,0.4,0.45
1997-12-16,170.11,-0.05,0.0,0.05,0.17,0.25,0.66,39.73,170.8,171.21,-0.41,0.05,0.42
1997-12-17,170.9,0.79,0.79,0.0,0.21,0.23,0.9,47.39,170.81,171.19,-0.37,0.79,0.44
1997-12-18,171.7,0.8,0.8,0.0,0.25,0.22,1.16,53.8,170.95,171.23,-0.28,0.8,0.47
1997-12-21,170.83,-0.87,0.0,0.87,0.23,0.26,0.89,47.09,170.93,171.2,-0.27,0.87,0.5
1997-12-22,170.57,-0.26,0.0,0.26,0.22,0.26,0.83,45.27,170.88,171.15,-0.27,0.26,0.48
1997-12-23,170.52,-0.05,0.0,0.05,0.2,0.25,0.82,44.91,170.82,171.1,-0.28,0.05,0.45
1997-12-24,170.94,0.42,0.42,0.0,0.22,0.23,0.95,48.6,170.84,171.09,-0.25,0.42,0.45
1997-12-25,170.74,-0.2,0.0,0.2,0.2,0.23,0.89,46.98,170.82,171.07,-0.24,0.2,0.43
1997-12-28,170.83,0.09,0.09,0.0,0.19,0.21,0.92,47.82,170.82,171.05,-0.22,0.09,0.41
1997-12-30,170.7,-0.13,0.0,0.13,0.18,0.21,0.88,46.67,170.81,171.02,-0.22,0.13,0.39
1997-12-31,170.93,0.23,0.23,0.0,0.18,0.19,0.96,49.01,170.82,171.02,-0.19,0.23,0.38
1998-01-04,170.21,-0.72,0.0,0.72,0.17,0.23,0.75,42.7,170.73,170.96,-0.23,0.72,0.4
1998-01-05,170.23,0.02,0.02,0.0,0.16,0.21,0.75,42.92,170.65,170.9,-0.25,0.02,0.37
1998-01-06,170.39,0.16,0.16,0.0,0.16,0.2,0.81,44.75,170.61,170.86,-0.25,0.16,0.36
1998-01-07,170.32,-0.07,0.0,0.07,0.15,0.19,0.79,44.08,170.57,170.82,-0.26,0.07,0.34
1998-01-08,170.69,0.37,0.37,0.0,0.16,0.17,0.94,48.44,170.59,170.81,-0.23,0.37,0.34
1998-01-12,170.73,0.04,0.04,0.0,0.16,0.16,0.96,48.9,170.61,170.81,-0.2,0.04,0.32
1998-01-13,170.6,-0.13,0.0,0.13,0.14,0.16,0.9,47.41,170.61,170.79,-0.19,0.13,0.3
1998-02-15,176.6,6.0,6.0,0.0,0.56,0.15,3.78,79.1,171.53,171.22,0.31,6.0,0.71
1998-02-16,176.62,0.02,0.02,0.0,0.52,0.14,3.79,79.14,172.31,171.62,0.69,0.02,0.66
1998-02-17,176.11,-0.51,0.0,0.51,0.49,0.16,2.95,74.71,172.9,171.95,0.94,0.51,0.65
1998-02-18,176.12,0.01,0.01,0.0,0.45,0.15,2.96,74.74,173.39,172.26,1.13,0.01,0.61
1998-02-22,176.5,0.38,0.38,0.0,0.45,0.14,3.15,75.91,173.87,172.58,1.29,0.38,0.59
1998-02-23,176.57,0.07,0.07,0.0,0.42,0.13,3.19,76.13,174.29,172.87,1.41,0.07,0.55
1998-02-26,178.68,2.11,2.11,0.0,0.54,0.12,4.42,81.55,174.96,173.3,1.66,2.11,0.66
1998-03-01,177.58,-1.1,0.0,1.1,0.5,0.19,2.61,72.32,175.36,173.62,1.74,1.1,0.69
1998-03-02,177.86,0.28,0.28,0.0,0.49,0.18,2.73,73.16,175.75,173.93,1.81,0.28,0.66
1998-03-03,178.04,0.18,0.18,0.0,0.46,0.17,2.8,73.7,176.1,174.24,1.86,0.18,0.63
1998-03-04,178.56,0.52,0.52,0.0,0.47,0.15,3.04,75.27,176.48,174.56,1.92,0.52,0.62
1998-03-05,179.42,0.86,0.86,0.0,0.5,0.14,3.47,77.65,176.93,174.92,2.01,0.86,0.64
1998-03-08,180.31,0.89,0.89,0.0,0.52,0.13,3.95,79.81,177.45,175.32,2.13,0.89,0.66
1998-03-09,180.29,-0.02,0.0,0.02,0.49,0.12,3.91,79.62,177.89,175.69,2.2,0.02,0.61
1998-03-10,180.22,-0.07,0.0,0.07,0.45,0.12,3.75,78.93,178.25,176.02,2.23,0.07,0.57
1998-03-11,180.36,0.14,0.14,0.0,0.43,0.11,3.84,79.32,178.57,176.34,2.23,0.14,0.54
1998-03-15,180.84,0.48,0.48,0.0,0.43,0.1,4.16,80.64,178.92,176.68,2.24,0.48,0.54
1998-03-16,169.71,-11.13,0.0,11.13,0.4,0.89,0.45,31.11,177.5,176.16,1.34,11.13,1.29
1998-03-17,168.91,-0.8,0.0,0.8,0.37,0.89,0.42,29.7,176.18,175.62,0.56,0.8,1.26
1998-03-18,169.49,0.58,0.58,0.0,0.39,0.82,0.47,32.1,175.15,175.17,-0.02,0.58,1.21
1998-03-19,170.23,0.74,0.74,0.0,0.41,0.76,0.54,35.15,174.39,174.8,-0.41,0.74,1.18
1998-03-22,165.87,-4.36,0.0,4.36,0.38,1.02,0.38,27.36,173.08,174.14,-1.06,4.36,1.4
1998-03-23,166.06,0.19,0.19,0.0,0.37,0.95,0.39,28.1,172.0,173.54,-1.54,0.19,1.32
1998-03-24,166.34,0.28,0.28,0.0,0.36,0.88,0.41,29.26,171.13,173.01,-1.88,0.28,1.24
1998-03-25,166.62,0.28,0.28,0.0,0.36,0.82,0.44,30.46,170.44,172.54,-2.1,0.28,1.17
1998-03-26,167.4,0.78,0.78,0.0,0.39,0.76,0.51,33.84,169.97,172.16,-2.19,0.78,1.15
1998-03-29,167.83,0.43,0.43,0.0,0.39,0.7,0.56,35.7,169.64,171.84,-2.19,0.43,1.1
1998-03-30,167.06,-0.77,0.0,0.77,0.36,0.71,0.51,33.87,169.24,171.48,-2.24,0.77,1.07
1998-03-31,166.62,-0.44,0.0,0.44,0.34,0.69,0.49,32.83,168.84,171.12,-2.28,0.44,1.03
1998-04-01,166.37,-0.25,0.0,0.25,0.31,0.66,0.48,32.23,168.46,170.77,-2.31,0.25,0.97
1998-04-02,165.87,-0.5,0.0,0.5,0.29,0.65,0.45,31.0,168.06,170.41,-2.34,0.5,0.94
1998-04-06,166.47,0.6,0.6,0.0,0.31,0.6,0.52,34.24,167.82,170.11,-2.3,0.6,0.91
1998-04-07,166.64,0.17,0.17,0.0,0.3,0.56,0.54,35.17,167.64,169.86,-2.22,0.17,0.86
1998-04-08,166.06,-0.58,0.0,0.58,0.28,0.56,0.5,33.43,167.39,169.58,-2.18,0.58,0.84
1998-04-09,165.82,-0.24,0.0,0.24,0.26,0.54,0.49,32.71,167.15,169.3,-2.15,0.24,0.8
1998-04-12,159.38,-6.44,0.0,6.44,0.24,0.96,0.25,20.18,165.96,168.56,-2.61,6.44,1.2
1998-04-13,158.86,-0.52,0.0,0.52,0.22,0.93,0.24,19.53,164.86,167.84,-2.98,0.52,1.15
1998-05-14,157.97,-0.89,0.0,0.89,0.21,0.92,0.23,18.43,163.8,167.11,-3.31,0.89,1.13
1998-05-17,158.01,0.04,0.04,0.0,0.2,0.86,0.23,18.65,162.91,166.44,-3.53,0.04,1.06
1998-05-18,157.69,-0.32,0.0,0.32,0.18,0.82,0.22,18.23,162.11,165.79,-3.68,0.32,1.0
1998-05-19,157.57,-0.12,0.0,0.12,0.17,0.77,0.22,18.06,161.41,165.18,-3.77,0.12,0.94
1998-05-20,157.29,-0.28,0.0,0.28,0.16,0.73,0.21,17.66,160.78,164.6,-3.82,0.28,0.89
1998-05-21,157.57,0.28,0.28,0.0,0.17,0.68,0.24,19.6,160.28,164.08,-3.79,0.28,0.85
1998-05-24,157.68,0.11,0.11,0.0,0.16,0.63,0.26,20.39,159.88,163.6,-3.72,0.11,0.8
1998-05-25,156.84,-0.84,0.0,0.84,0.15,0.65,0.23,18.86,159.41,163.1,-3.69,0.84,0.8
1998-05-26,157.05,0.21,0.21,0.0,0.15,0.6,0.26,20.47,159.05,162.65,-3.6,0.21,0.76
1998-05-27,157.56,0.51,0.51,0.0,0.18,0.56,0.32,24.39,158.82,162.28,-3.45,0.51,0.74
1998-05-28,156.86,-0.7,0.0,0.7,0.17,0.57,0.29,22.73,158.52,161.88,-3.36,0.7,0.74
1998-06-01,156.86,0.0,0.0,0.0,0.16,0.53,0.29,22.73,158.26,161.5,-3.24,0.0,0.68
1998-06-02,156.43,-0.43,0.0,0.43,0.14,0.52,0.28,21.68,157.98,161.13,-3.15,0.43,0.67
1998-06-03,156.91,0.48,0.48,0.0,0.17,0.48,0.35,25.8,157.82,160.82,-3.0,0.48,0.65
1998-06-04,156.77,-0.14,0.0,0.14,0.16,0.46,0.34,25.38,157.66,160.52,-2.86,0.14,0.62
1998-06-07,156.78,0.01,0.01,0.0,0.15,0.43,0.34,25.47,157.52,160.24,-2.72,0.01,0.57
1998-06-08,158.05,1.27,1.27,0.0,0.23,0.4,0.57,36.33,157.6,160.08,-2.47,1.27,0.62
1998-06-09,158.32,0.27,0.27,0.0,0.23,0.37,0.62,38.39,157.71,159.95,-2.23,0.27,0.6
1998-06-10,159.56,1.24,1.24,0.0,0.3,0.34,0.88,46.87,158.0,159.92,-1.92,1.24,0.64
1998-06-11,160.16,0.6,0.6,0.0,0.32,0.32,1.02,50.43,158.33,159.94,-1.61,0.6,0.64
1998-06-14,159.95,-0.21,0.0,0.21,0.3,0.31,0.97,49.19,158.58,159.94,-1.36,0.21,0.61
1998-06-15,160.23,0.28,0.28,0.0,0.3,0.29,1.04,50.92,158.83,159.96,-1.13,0.28,0.59
1998-06-16,160.38,0.15,0.15,0.0,0.29,0.27,1.08,51.87,159.07,159.99,-0.92,0.15,0.55
1998-06-17,161.13,0.75,0.75,0.0,0.32,0.25,1.29,56.4,159.39,160.07,-0.69,0.75,0.57
1998-06-18,160.72,-0.41,0.0,0.41,0.3,0.26,1.15,53.44,159.59,160.12,-0.53,0.41,0.56
1998-06-21,161.02,0.3,0.3,0.0,0.3,0.24,1.24,55.29,159.81,160.19,-0.38,0.3,0.54
1998-06-22,161.34,0.32,0.32,0.0,0.3,0.22,1.34,57.24,160.05,160.27,-0.23,0.32,0.52
1998-06-23,163.01,1.67,1.67,0.0,0.4,0.21,1.91,65.67,160.5,160.48,0.03,1.67,0.61
1998-06-24,164.07,1.06,1.06,0.0,0.44,0.19,2.31,69.75,161.05,160.74,0.31,1.06,0.64
1998-06-25,164.68,0.61,0.61,0.0,0.46,0.18,2.55,71.82,161.61,161.03,0.58,0.61,0.64
1998-06-28,165.92,1.24,1.24,0.0,0.51,0.17,3.08,75.5,162.27,161.4,0.88,1.24,0.68
1998-06-29,165.65,-0.27,0.0,0.27,0.48,0.17,2.74,73.26,162.79,161.71,1.08,0.27,0.65
1998-06-30,165.87,0.22,0.22,0.0,0.46,0.16,2.84,73.93,163.27,162.02,1.25,0.22,0.62
1998-07-01,166.03,0.16,0.16,0.0,0.44,0.15,2.91,74.44,163.69,162.32,1.37,0.16,0.59
1998-07-02,166.05,0.02,0.02,0.0,0.41,0.14,2.92,74.51,164.05,162.59,1.46,0.02,0.55
1998-07-05,165.41,-0.64,0.0,0.64,0.38,0.17,2.16,68.34,164.26,162.8,1.46,0.64,0.55
1998-07-06,164.33,-1.08,0.0,1.08,0.35,0.24,1.46,59.41,164.27,162.91,1.36,1.08,0.59
1998-07-07,163.73,-0.6,0.0,0.6,0.33,0.27,1.23,55.1,164.19,162.98,1.21,0.6,0.59
1998-07-08,163.44,-0.29,0.0,0.29,0.3,0.27,1.13,53.1,164.07,163.01,1.06,0.29,0.57
1998-07-09,162.59,-0.85,0.0,0.85,0.28,0.31,0.91,47.63,163.85,162.98,0.87,0.85,0.59
1998-07-13,162.49,-0.1,0.0,0.1,0.26,0.29,0.89,47.01,163.64,162.94,0.69,0.1,0.55
1998-07-14,162.85,0.36,0.36,0.0,0.27,0.27,0.98,49.54,163.52,162.94,0.58,0.36,0.54
1998-07-15,163.77,0.92,0.92,0.0,0.31,0.25,1.24,55.38,163.56,163.0,0.56,0.92,0.57
1998-07-16,163.35,-0.42,0.0,0.42,0.29,0.27,1.1,52.4,163.52,163.02,0.5,0.42,0.56
1998-07-19,164.01,0.66,0.66,0.0,0.32,0.25,1.29,56.37,163.6,163.1,0.5,0.66,0.56
1998-07-20,164.04,0.03,0.03,0.0,0.3,0.23,1.3,56.55,163.67,163.17,0.5,0.03,0.53
1998-07-21,162.41,-1.63,0.0,1.63,0.28,0.33,0.84,45.67,163.47,163.11,0.36,1.63,0.61
1998-07-22,161.57,-0.84,0.0,0.84,0.26,0.37,0.7,41.26,163.18,163.0,0.18,0.84,0.62
1998-07-23,161.52,-0.05,0.0,0.05,0.24,0.34,0.7,41.01,162.92,162.89,0.04,0.05,0.58
1998-07-26,160.14,-1.38,0.0,1.38,0.22,0.42,0.53,34.67,162.5,162.68,-0.19,1.38,0.64
1998-07-27,160.96,0.82,0.82,0.0,0.26,0.39,0.68,40.55,162.26,162.56,-0.3,0.82,0.65
1998-07-28,161.21,0.25,0.25,0.0,0.26,0.36,0.73,42.26,162.1,162.46,-0.36,0.25,0.62
1998-07-29,160.97,-0.24,0.0,0.24,0.24,0.35,0.7,41.04,161.92,162.35,-0.42,0.24,0.6
1998-07-30,161.29,0.32,0.32,0.0,0.25,0.33,0.77,43.38,161.83,162.27,-0.44,0.32,0.58
1998-08-02,161.85,0.56,0.56,0.0,0.27,0.3,0.9,47.32,161.83,162.24,-0.41,0.56,0.57
1998-08-03,162.07,0.22,0.22,0.0,0.27,0.28,0.95,48.83,161.87,162.22,-0.36,0.22,0.55
1998-08-04,162.16,0.09,0.09,0.0,0.26,0.26,0.98,49.47,161.91,162.22,-0.31,0.09,0.52
1998-08-05,162.37,0.21,0.21,0.0,0.25,0.24,1.04,51.0,161.98,162.23,-0.25,0.21,0.49
1998-08-06,163.76,1.39,1.39,0.0,0.33,0.22,1.48,59.71,162.26,162.34,-0.09,1.39,0.56
1998-08-10,164.25,0.49,0.49,0.0,0.34,0.21,1.65,62.26,162.56,162.49,0.08,0.49,0.55
1998-08-11,164.77,0.52,0.52,0.0,0.36,0.19,1.84,64.8,162.9,162.65,0.25,0.52,0.55
1998-08-12,165.43,0.66,0.66,0.0,0.38,0.18,2.1,67.77,163.29,162.86,0.43,0.66,0.56
1998-08-13,166.02,0.59,0.59,0.0,0.39,0.17,2.36,70.19,163.71,163.09,0.62,0.59,0.56
1998-08-17,166.28,0.26,0.26,0.0,0.38,0.16,2.47,71.22,164.11,163.33,0.78,0.26,0.54
1998-08-18,165.75,-0.53,0.0,0.53,0.36,0.18,1.96,66.22,164.36,163.51,0.85,0.53,0.54
1998-08-19,166.47,0.72,0.72,0.0,0.38,0.17,2.26,69.37,164.68,163.73,0.96,0.72,0.55
1998-08-20,166.08,-0.39,0.0,0.39,0.36,0.18,1.92,65.79,164.9,163.9,1.0,0.39,0.54
1998-08-23,166.83,0.75,0.75,0.0,0.38,0.17,2.24,69.09,165.2,164.12,1.08,0.75,0.56
1998-08-24,166.19,-0.64,0.0,0.64,0.36,0.21,1.74,63.46,165.35,164.27,1.08,0.64,0.56
1998-08-25,166.82,0.63,0.63,0.0,0.38,0.19,1.97,66.37,165.58,164.46,1.11,0.63,0.57
1998-08-26,166.66,-0.16,0.0,0.16,0.35,0.19,1.85,64.95,165.74,164.62,1.12,0.16,0.54
1998-08-27,166.21,-0.45,0.0,0.45,0.32,0.21,1.57,61.02,165.81,164.74,1.07,0.45,0.53
1998-08-30,166.59,0.38,0.38,0.0,0.33,0.19,1.71,63.06,165.93,164.88,1.05,0.38,0.52
1998-08-31,166.54,-0.05,0.0,0.05,0.3,0.18,1.67,62.59,166.03,165.0,1.02,0.05,0.49
1998-09-01,166.56,0.02,0.02,0.0,0.28,0.17,1.68,62.71,166.11,165.12,0.99,0.02,0.45
1998-09-02,166.17,-0.39,0.0,0.39,0.26,0.18,1.43,58.82,166.12,165.2,0.92,0.39,0.45
1998-09-03,166.36,0.19,0.19,0.0,0.26,0.17,1.51,60.12,166.16,165.28,0.87,0.19,0.43
1998-09-06,166.37,0.01,0.01,0.0,0.24,0.16,1.51,60.19,166.19,165.36,0.83,0.01,0.4
1998-09-07,166.21,-0.16,0.0,0.16,0.22,0.16,1.4,58.39,166.19,165.43,0.77,0.16,0.38
1998-09-08,167.3,1.09,1.09,0.0,0.29,0.15,1.93,65.86,166.36,165.56,0.8,1.09,0.43
1998-09-09,167.49,0.19,0.19,0.0,0.28,0.14,2.03,66.98,166.54,165.71,0.83,0.19,0.42
1998-09-10,167.74,0.25,0.25,0.0,0.28,0.13,2.17,68.44,166.72,165.86,0.86,0.25,0.4
1998-09-13,168.06,0.32,0.32,0.0,0.28,0.12,2.36,70.25,166.93,166.02,0.91,0.32,0.4
1998-09-14,168.21,0.15,0.15,0.0,0.27,0.11,2.46,71.08,167.12,166.18,0.94,0.15,0.38
1998-09-15,168.51,0.3,0.3,0.0,0.27,0.1,2.67,72.74,167.34,166.35,0.98,0.3,0.37
1998-09-16,168.42,-0.09,0.0,0.09,0.25,0.1,2.5,71.42,167.5,166.51,1.0,0.09,0.35
